timestamp, x, y, z, qw, qx, qy, qz
0.1,-1.8085568953553404e-06,-1.8054957046710983e-06,41.98681396112042,0.0001236946241794857,0.00012536376515882145,5.396512225051861e-05,0.9999999830356657
0.2,-9.990667344627439e-06,-2.7386761203678532e-05,-0.03573555618313083,8.49795387706144e-05,0.00010442397203452687,5.481123558526039e-05,0.9999999894349202
0.3,-3.257362167731719e-05,-7.25831001377613e-05,-0.05015243446308304,1.4723739852592613e-05,6.966335167619857e-05,4.944141772278193e-05,0.9999999962428876
0.4,-7.142007317936324e-05,-0.00011703092063400219,-0.05982408654420771,-6.17140190062622e-05,3.822901329438917e-05,4.377505658205556e-05,0.9999999964068335
0.5,-0.00012423861839406053,-0.00014179768973644606,-0.06576863446150709,-0.0001370105649144618,1.1459542099880252e-05,3.841003912315592e-05,0.9999999898107264
0.6,-0.00018671312729453537,-0.00013046988662063244,-0.06874145918933146,-0.00020751850116695195,-1.0831504016791395e-05,3.355071381364147e-05,0.9999999778465497
0.7,-0.00025373208520020025,-6.93615553688855e-05,-0.06938491709325957,-0.00027155561478694063,-2.9348317807360036e-05,2.9237577343989214e-05,0.9999999622706934
0.8,-0.00032016963666761395,5.2794761409180114e-05,-0.06824395194199044,-0.00032847526569864023,-4.488823742446113e-05,2.544610311970874e-05,0.9999999447207694
0.9,-0.0003812865016227692,0.0002452668842386997,-0.06577637416088518,-0.0003781544204861842,-5.81753005844988e-05,2.212887185087633e-05,0.9999999265625881
1.0,-0.00043288891266705546,0.0005156978819883586,-0.06236262995469244,-0.00042071358632853154,-6.98072354674287e-05,1.923317538957498e-05,0.9999999088785524
1.1,-0.000471351376781371,0.0008703940311806347,-0.058315095995146234,-0.0004563692287214011,-8.025041113766165e-05,1.6708058676454253e-05,0.999999892503914
1.2,-0.0004935716807437094,0.0013145266520142973,-0.053886795679941604,-0.0004853622212311222,-8.985324414059424e-05,1.450685539153993e-05,0.9999998780697225
1.3,-0.000496898665523949,0.0018522632895617602,-0.04927946609155569,-0.0005079294343958913,-9.886510210375432e-05,1.2587837579150239e-05,0.9999998660374547
1.4,-0.00047905498079998905,0.0024868464769199072,-0.04465093700574849,-0.0005242989403786775,-0.00010745530824370803,1.0914108115038317e-05,0.9999998567224198
1.5,-0.0004380658248918762,0.003220636724933751,-0.04012180892196656,-0.0005346970719727471,-0.00011573024559567108,9.45321802357126e-06,0.9999998503080828
1.6,-0.00037219819364704405,0.004055133571925745,-0.03578143688321522,-0.0005393601948361489,-0.0001237480283713246,8.176710608995869e-06,0.9999998468550618
1.7,-0.00027991163832133067,0.004990985680727104,-0.03169324174462647,-0.0005385468866545315,-0.00013153079666485877,7.059673569609114e-06,0.9999998463085189
1.8,-0.00015981978245491893,0.006027998442014848,-0.027899381368425298,-0.000532548019468645,-0.00013907488814683374,6.080328552488461e-06,0.9999998485068945
1.9,-1.0661115611485588e-05,0.007165145367726948,-0.02442482169628914,-0.0005216934310534086,-0.00014635917334436546,5.219665830322751e-06,0.999999853193845
2.0,0.00016872259790387238,0.008400587679667948,-0.02128085241204874,-0.0005063546807041551,-0.00015335181363538986,4.461122953531838e-06,0.9999998600341188
2.1,0.00037940186261441243,0.009731704858403042,-0.01846809450006884,-0.0004869439423910978,-0.0001600156592076934,3.7903029847836285e-06,0.9999998686331011
2.2,0.0006223703058685771,0.011155137484330594,-0.015979047889746762,-0.00046390946504664077,-0.00016631246654497383,3.1947270666839882e-06,0.9999998785589753
2.3,0.0008985519637432439,0.012666842470583355,-0.013800226940423443,-0.00043772826686504175,-0.00017220608723088587,2.6636162210198393e-06,0.9999998893659604
2.4,0.001208805899201971,0.01426215976613195,-0.011913930084474857,-0.00040889685476128525,-0.0001776647619237143,2.1876978241809436e-06,0.9999999006168993
2.5,0.0015539288647335493,0.0159358888112271,-0.010299687776362282,-0.0003779207926529908,-0.00018266264284197883,1.759032879859788e-06,0.9999999119035656
2.6,0.0019346565699815805,0.017682372464704877,-0.008935430206469142,-0.00034530390242763976,-0.00018718066203754006,1.3708608944580798e-06,0.9999999228633647
2.7,0.002351663995972744,0.019495585791180315,-0.0077984132085870805,-0.0003115377884533986,-0.00019120685843395649,1.0174597951090082e-06,0.999999933191552
2.8,0.0028055651051251147,0.02136922698017815,-0.006865937562468105,-0.00027709224890645794,-0.00019473627206271563,6.94018887543098e-07,0.9999999426485924
2.9,0.00329691222362822,0.02329680774123708,-0.006115893581109128,-0.00024240699228531007,-0.00019777050790014387,3.9652331957821606e-07,0.9999999510627583
3.0,0.003826195314294785,0.025271740742732567,-0.005527159570743218,-0.00020788493020004522,-0.00020031706366712627,1.216488937009408e-07,0.9999999583284566
3.1,0.004393841309262607,0.027287421996647767,-0.005079879530984352,-0.00017388717972044494,-0.00020238850594144606,-1.3333363691158972e-07,0.9999999644010612
3.2,0.00500021363007186,0.029337306495354536,-0.004755642378942486,-0.00014072978865844652,-0.00020400156737465514,-3.706454422474773e-07,0.9999999692891745
3.3,0.005645611985963195,0.03141497584127613,-0.004537582076639711,-0.00010868210015629445,-0.00020517622534022126,-5.920781677542209e-07,0.9999999730452831
3.4,0.006330272508943012,0.033514197043261744,-0.004410415343574816,-7.796660080993427e-05,-0.00020593480966803724,-7.990645843604776e-07,0.9999999757557122
3.5,0.007054368256004252,0.035628972058877016,-0.00436043116519488,-4.8760048766140974e-05,-0.00020630117489634802,-9.927417091793334e-07,0.9999999775306484
3.6,0.007818010084927003,0.03775357802133902,-0.004375444070804418,-2.1195652483306696e-05,-0.00020629996123129138,-1.1740067548436629e-06,0.9999999784948458
3.7,0.00862124789041059,0.03988259839244162,-0.0044447211543334085,4.633936293967477e-06,-0.00020595595852828936,-1.3435662712223359e-06,0.9999999787794321
3.8,0.00946407217195614,0.04201094552367931,-0.004558891041174641,2.8673044287135277e-05,-0.00020529357932280736,-1.501978861072543e-06,0.9999999785150733
3.9,0.010346415893793915,0.04413387528716879,-0.004709841457093096,5.0899023960603285e-05,-0.00020433644031766116,-1.649691873975482e-06,0.9999999778265933
4.0,0.011268156589976982,0.04624699455978541,-0.004890610714703567,7.131811206321115e-05,-0.0002031070467403153,-1.7870725054103838e-06,0.9999999768290301
4.1,0.012229118664104126,0.048346262414671395,-0.0050952772860879784,8.996125641667395e-05,-0.000201626570486658,-1.914433746381818e-06,0.9999999756250164
4.2,0.013229075832476182,0.050427985901691806,-0.005318850657907882,0.00010688003807314767,-0.00019991471078274683,-2.0320556413642275e-06,0.9999999743033179
4.3,0.014267753661239805,0.05248881129081885,-0.005557165851103003,0.0001221427869690044,-0.00019798962500559695,-2.1402023173730135e-06,0.9999999729383333
4.4,0.015344832151647878,0.05452571161789053,-0.005806783312701956,0.00013583096243904942,-0.00019586791708666148,-2.239135244401003e-06,0.9999999715903471
4.5,0.016459948332395464,0.05653597131813221,-0.00606489533552883,0.00014803584627769677,-0.0001935646713622427,-2.3291231777177837e-06,0.9999999703063402
4.6,0.01761269882356585,0.05851716866582573,-0.006329239716769542,0.00015885557586631786,-0.00019109352064025788,-2.410449216373664e-06,0.9999999691211805
4.7,0.018802642342627414,0.0604671566639586,-0.006598021012567614,0.00016839252832731127,-0.00018846673845610793,-2.483415390769451e-06,0.9999999680590382
4.8,0.02002930212878759,0.06238404295007638,-0.006869839470765255,0.00017675105357870438,-0.0001856953468533277,-2.5483451664320473e-06,0.999999967134904
4.9,0.021292168267599255,0.06426616920722897,-0.007143627513706112,0.00018403554425455793,-0.00018278923243968993,-2.605584222426867e-06,0.9999999663561124
5.0,0.02259069990282693,0.06611209049442172,-0.007418593487996143,0.00019034882334237666,-0.0001797572648547723,-2.6554998321113828e-06,0.9999999657237991
5.1,0.023924327327103697,0.06792055484106721,-0.0076941722880632755,0.0001957908256480219,-0.00017660741308237317,-2.698479142272717e-06,0.9999999652342456
5.2,0.02529245394680102,0.06969048338567031,-0.007969982386784247,0.00020045754640555353,-0.00017334685621456185,-2.7349266148512326e-06,0.9999999648800793
5.3,0.026694458119760983,0.07142095128101601,-0.008245788762805756,0.00020444022910386496,-0.00016998208630135273,-2.7652608641626544e-06,0.9999999646513176
5.4,0.028129694867150532,0.07311116953663996,-0.008521471193387104,0.00020782476454379856,-0.00016651900179304714,-2.7899110923331632e-06,0.9999999645362523
