0.2,-3.693148662264889e-05,5.5987483804038015e-05,0.057005797696883284,-0.0017728333004239504,0.0003020417037813503,0.00010889766642439098,0.999998376985781
0.3,-0.00015219921668704954,0.00022203519555403963,0.07353012597263073,-0.0026950195784963523,0.00027405408975461105,4.9278537562596106e-05,0.999996329660991
0.4,-0.00036766058909974356,0.0006387632162879902,0.10305066705400806,-0.003502329016061388,0.0004404334140237382,4.3698263365201955e-05,0.999993768880753
0.5,-0.0007476638658720653,0.0013934548482904493,0.12774749147936307,-0.00419453814561166,0.0006778444501841673,3.8830025718950745e-05,0.9999909723936888
0.6,-0.001365301963476311,0.002606900649864969,0.14675088586277577,-0.004601198480604245,0.000955147785397802,3.51961740855606e-05,0.9999889576522729
0.7,-0.002296922408587344,0.00443754523854863,0.16143600348998577,-0.004721208138250539,0.0012487831573880545,3.311865095089071e-05,0.9999880747476422
0.8,-0.003610106648235089,0.007020135502071626,0.17283190199798723,-0.004581140427406488,0.0015372428325994797,3.2784369510435355e-05,0.999988324412862
0.9,-0.005359583761054806,0.010447093346212176,0.18172358905009606,-0.0042199777869686055,0.0018022497426294771,3.426152589328472e-05,0.9999894711993175
1.0,-0.007546151932088646,0.014761405327742928,0.18735090951208208,-0.004083989992172108,0.002169143369280754,3.801392775842067e-05,0.9999893071416958
1.1,-0.01012884248545064,0.019885515259359967,0.18701957734658448,-0.00393396068818968,0.002556454830353234,4.391969982830105e-05,0.9999889932209575
1.2,-0.013136301276508245,0.025847761229583703,0.1824112869183118,-0.0034439389097583144,0.002845622496317863,5.204505691772434e-05,0.9999900194545475
1.3,-0.016545952934144265,0.032713183368511395,0.1748571101431089,-0.0027171625951468025,0.0030339514661388857,6.586922075613108e-05,0.9999917038791765
1.4,-0.020326546521904815,0.04043421746123663,0.16524446335435958,-0.0018130096437373386,0.003114271473568423,8.133821975751148e-05,0.9999935038255572
1.5,-0.024438761706477442,0.048881937682660886,0.1541454147678895,-0.0008039233925545703,0.003077878562405388,9.401468206433601e-05,0.9999949357531636
1.6,-0.02884530554489221,0.057860995990630715,0.14202580207394372,0.00024083887926991697,0.0029332306589756004,0.00010383330736613067,0.999995663677188
1.7,-0.033522520791423406,0.06713221220824112,0.12931882473046774,0.0012576954417384428,0.002699739818565789,0.00011236763124646931,0.9999955584804381
1.8,-0.03846314437802569,0.07643621527089364,0.11642796162274291,0.002195647265675706,0.00239720398461726,0.00012241213697394244,0.9999947087667062
1.9,-0.04366287192129362,0.08551664153834247,0.10365607715770923,0.003018072088958928,0.0020475615973244076,0.00013306344348478188,0.9999933404910709
2.0,-0.04911198676756984,0.09413803893270142,0.09119315730872161,0.003704225888777376,0.0016701184076063946,0.00014293972055419476,0.9999917344574932
2.1,-0.05479763256719381,0.1020979795451605,0.07918689309067124,0.004246095117375974,0.0012814539001889831,0.00015147694021734462,0.9999901527549622
2.2,-0.06070155996812816,0.10923341976359378,0.06775338991942043,0.004645568876838891,0.000895021644438557,0.00015841811833817827,0.9999887962021207
2.3,-0.06679894354877423,0.11542245450843545,0.05698348839912528,0.004911468786496735,0.0005211190452899237,0.0001636829463628928,0.9999877894840481
2.4,-0.07305821978267121,0.12058269685749634,0.04694671247915266,0.0050569186266633025,0.00016712867617119264,0.00016729971984342278,0.9999871857443038
2.5,-0.07944171335634488,0.1246674819964027,0.03769371621433222,0.005097225898488937,-0.00016207777775281658,0.00016936532817821324,0.99998698158242
2.6,-0.08590679227979527,0.12766090234626057,0.029257951121308703,0.005048305122488613,-0.000463664028173639,0.00017001894798242002,0.9999871352795577
2.7,-0.0924073096563396,0.1295724388220375,0.021657042065227446,0.0049255964746473336,-0.0007363532827092635,0.0001694233707429232,0.9999875837123845
2.8,-0.09889513377457401,0.130431716983597,0.014894148816582865,0.004743395231530337,-0.0009799977399814195,0.0001677512908083383,0.9999882557638422
2.9,-0.10532162171351292,0.13028371422608703,0.008959431684353888,0.004514496676454374,-0.0011952168677419443,0.00016517524121811015,0.9999890816871638
3.0,-0.11163894326112368,0.12918458629946417,0.0038316370914769685,0.004250066911603644,-0.0013831113879804327,0.0001618604028725423,0.9999899988176608
3.1,-0.11780120518305023,0.1271981686003465,-0.0005202360243267558,0.003959663960068753,-0.0015450494187748296,0.00015795973049900395,0.999990954425259
3.2,-0.1237653583566756,0.12439313403711721,-0.004135248848702747,0.0036513499739739986,-0.0016825155648641963,0.00015361094007611378,0.9999919065614585
3.3,-0.1294918922595579,0.1208407465463735,-0.007058873775937921,0.003331851039018369,-0.001797011482622649,0.00014893496501900859,0.9999928236426305
3.4,-0.13494533442238887,0.11661312906373011,-0.00934143208413895,0.0030067344402355816,-0.0018899963166025945,0.00014403554001411756,0.9999936833378961
3.5,-0.14009457887805324,0.1117819595080329,-0.01103665142859592,0.0026805838546642884,-0.001962856465694522,0.0001389996198933139,0.9999944711566154
3.6,-0.14491306946254756,0.10641751226356616,-0.012200362087004191,0.0023571608759513844,-0.00201689573972539,0.00013389838746370757,0.9999951789860797
3.7,-0.1493788628213844,0.10058797147008348,-0.012889339298352964,0.0020395469337259027,-0.0020533387079535036,0.00012878864793492857,0.9999958037221656
