timestamp, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
0.01,0,0,0,0.009471673853256332,0.020864791469257817,-0.002364499594048651
0.02,0,0,0,0.006168442904660766,0.01054849866241034,0.0016232840794734608
0.03,0.007865411439254988,-0.01445590635359781,-0.007798971624145974,0.002023643331239799,-0.0015148988562027283,0.007662437371335906
0.04,-0.0012616725226910932,-0.010299738279428787,-0.0005515495692212381,-0.01718555397306871,0.01612271355912028,-0.007117517873188728
0.05,0.009151978814019735,-0.002105712587433124,-0.005380767442780606,0.0020964395677941124,0.0012127304597189937,-0.011528066111696357
0.06,0.0016412337122726807,-0.01615520276543448,-0.4305015914428956,5.608150295231644e-05,0.011768423499576807,-0.005570770952369049
0.07,-0.0005555427221416035,0.014494089822019057,0.07661062475966754,-0.018225378346228144,0.0007713477663114162,0.008622564354007505
0.08,-0.0038617738285173005,-0.0184782148973913,0.1113671858752869,-0.001990268650244733,0.01000721026362033,-0.00532723192434513
0.09,-0.012010193131587289,-0.010766372942621843,0.08634147098832048,-0.019979024584218685,-0.011330276859104491,0.007045437979071922
0.1,-0.0028388336577030815,-0.002879710327651437,0.09790615700204909,-0.0063531822985061345,0.008753186328115371,-0.01737783120246593
0.11,0.003961840395918203,0.006009672853669977,-0.08349754277271722,-0.009454639981280107,0.004388360760828506,0.0006687765040783737
0.12,0.004650191916820917,0.012726602058406521,0.7312182873559632,-0.02725346147638726,0.018431388425507133,0.007763416821055467
0.13,0.00022953995237930385,0.003062318865204942,0.1541922895384284,-0.029200400227408496,0.01092287647507163,0.014774001072405658
0.14,-0.0006408536256898656,0.008088855123316963,0.1312490231621513,-0.02495775559029928,-0.01492051443975487,-0.003391310913408676
0.15,-0.018883654227844757,0.007105095938702697,0.1151532348772886,-0.023426648470428857,0.00688223762290933,-0.006028002076112773
0.16,-0.006065147979800157,0.032183121569864,0.1199760075630417,-0.035243626076746436,0.005730489470960203,-0.00830116932878102
0.17,-0.0174870450478014,0.014310244327657729,0.23005738495048034,-0.019257251957794333,-0.014708009661139627,-0.0019679882679900914
0.18,-0.031304930546940626,0.00708454347386598,0.2072568591151227,-0.023531458072185825,0.01206328496947589,-0.010765791503559507
0.19,-0.008548981428549348,0.021762441937548834,0.06972201457759214,-0.032197408487053256,0.002572731581032028,0.01748595964078339
0.2,-0.004911589566620455,0.03139836498327676,0.17737274145335954,-0.033187998299398655,-0.011054819299629214,-0.005243908133579996
0.21,-0.013860884035666213,0.017549567018298802,0.14109980875550293,-0.04302655585200215,-0.0041644849243754134,0.02995354059764293
0.22,0.0008101467449941335,0.03795845397930103,0.25633259198134456,-0.04526159641820415,-0.009344624408912403,0.012649213166445652
0.23,0.0010443386181306046,0.031816746607280365,0.2201211587432164,-0.02312005771924447,0.005156546955174647,0.007772063604713682
0.24,-0.015166023387809115,0.041944958750667255,0.21631117356926993,-0.03784629674938694,0.0029292948907283945,0.02606511301296232
0.25,-0.013352369387862805,0.050181950725748735,0.1919018297593424,-0.0553608841520935,-0.0157576226296305,0.01911799081457264
0.26,-0.003327703504488912,0.040530370916235084,0.18360882227812403,-0.05515384090825654,0.008105251083244405,0.022017029658493805
0.27,-0.027599477061717996,0.02890250532091949,0.27863777243008236,-0.04010384590222291,-0.0029887263167328393,0.009494324608296686
0.28,-0.014274034074588954,0.05983082645482078,0.2638368888166487,-0.044979291925044074,0.01503904586834948,0.012701030272649603
0.29,0.0014456466166203044,0.057208777001631135,0.23320277329091596,-0.05582323201688829,0.0005766522072518316,2.7259608931855424e-05
0.3,-0.0037018544058772316,0.06313421506106913,0.21757676317623853,-0.035703307069524196,-0.01718328295188997,-0.005327376866325895
0.31,-0.004937006660183157,0.07755714587209678,0.21602733318816097,-0.06588232639358152,-0.002653415643618338,0.0029509373862936154
0.32,-0.012277361371947744,0.05704189539855229,-0.6703493238253718,-0.06664404620386442,-0.0163741899555857,0.01362425792363698
0.33,-0.004374803831551113,0.07109478146677252,0.34394554701139113,-0.049952414575516746,-0.019521908267477565,0.009513215365277827
0.34,0.009592469815122368,0.07253537298060321,0.006259423225802862,-0.06397784855133735,-0.003890901424245992,-0.008424837893691663
0.35,-0.0057403555768942155,0.08427703657244252,0.27888550277374513,-0.06179612266151915,-0.006099075265950387,0.030290770919568267
0.36,0.0033704535664848753,0.09187697278731402,0.2676755875677272,-0.07382461500887613,-0.016144242570346773,0.0028775793692826443
0.37,-0.007561419774539118,0.08321886852035196,0.36900170417787914,-0.08892013898268246,-0.0012916193134183429,-0.0018963244707790134
0.38,0.012455793259482466,0.10987394888021997,0.3453465809739612,-0.07274592647843853,0.016723308092077872,0.017869425974881017
0.39,0.00930333911817048,0.10809758749996015,0.30256677336066135,-0.06538162310968242,0.021371253199155893,0.0008257440160561436
0.4,-0.014155104232523415,0.12797901543641854,0.7777873428156584,-0.0763741559551456,0.005520532492447811,-0.0027749613692701694
0.41,0.027225642152928595,0.13382886883461645,0.23819878974433314,-0.07387694522350835,-0.006594018806517032,0.005534943071773764
0.42,-0.005090219689534508,0.12683183853115096,0.360730655950256,-0.08280400792031264,0.000972145304045125,-0.00062336607924264
0.43,0.01634116896262696,0.14640875628518787,0.32423357478266757,-0.09360226952752582,0.012385243287840008,-0.013814861981980326
0.44,0.000565565450677632,0.13951514079363156,0.31429251506848876,-0.08268408342060836,0.027059965647032762,-0.00790154959303087
0.45,-0.023634486942535192,0.1551400938632576,-0.839946940780582,-0.062297131324518605,0.008957511225887043,0.004367666557855344
0.46,0.00704577325793191,0.15908045662660375,-0.30155766036670295,-0.07795953260936424,0.0009293991229946116,-0.0016614403702980575
0.47,-0.008106801332393014,0.1896549799934284,0.43823320292547474,-0.056820217389196376,-0.011865066250998648,0.005758262183508671
