timestamp, x, y, z, qw, qx, qy, qz
0.1,-0.010008554543091464,-0.01000105520957701,39.99034498236084,0.9999998879088572,3.2226626283280925e-05,0.0004326766576955231,0.00018956430949691508
0.2,-8.298219107998935e-05,-3.593374514956104e-06,0.0014348274047379973,0.9999999685064741,4.0849968340456724e-05,0.00022948478648965234,9.303259436480355e-05
0.3,-0.0002141844538563343,-1.3044486635698083e-05,0.0031240510618746596,0.9999999775385238,-1.5219965917870829e-05,0.00020344128061186974,5.7471295454586705e-05
0.4,-0.0003795827677085056,-2.9407820807459142e-05,0.00566797662351871,0.9999999665389722,-6.624294620631063e-05,-7.794175334705187e-05,0.0002376110473602774
0.5,-0.0005402544552174009,-4.3047205506006875e-05,0.00841299618724357,0.999999970968496,0.00012647802033077324,-0.0001890579481104311,-7.95198693102652e-05
0.6,-0.0006609269377079508,-5.852239669399895e-05,0.01136472064988569,0.9999999277441114,-5.1180059237640924e-05,-0.00025655770064610236,0.00027580884642900837
0.7,-0.0007364153598314666,-7.040900587504535e-05,0.01440107358144481,0.999999885987122,-0.0002994445178387547,0.0003654923558606391,-6.909458449920683e-05
0.8,-0.0008827796997654161,-4.809015095670172e-05,0.01773369061622907,0.9999996374110547,-0.00038448808826120975,0.0005106843870903882,0.0005626260978706638
0.9,-0.0011469777536646107,4.805922453748219e-05,0.020993944475005733,0.9999997460789036,-0.0003529108746004058,0.0006106364768467285,0.00010207416876321114
1.0,-0.0015389329447225548,0.0002135737163582235,0.023934780754159078,0.9999999293683199,-0.0003199828426751012,0.00019695743719259828,9.061093889484244e-06
1.1,-0.0019615987704866616,0.0004482554505723916,0.026212568222637737,0.9999998132668856,-0.00041239924767405816,0.00040022185582517215,0.0002078834304356557
1.2,-0.0024699961593439394,0.0007639225264050444,0.02876872720535977,0.9999995535819733,-0.0008110968573135514,0.0004748734837016218,9.722611095598856e-05
1.3,-0.0030751715131561745,0.0012061470013013844,0.03098433156871919,0.9999994259717495,-0.0006858423169772573,0.0006854402655250022,-0.00045590364106192876
1.4,-0.0038056784180838495,0.0017612104217038422,0.03208643736535551,0.999999971881026,1.0076561710302325e-05,0.00021454304480831264,-0.00010053701962005585
1.5,-0.004613767032102438,0.0024005613568535856,0.03478232001659865,0.9999998032643618,-0.0002671136725224995,0.0005391100796501888,-0.00017743124189176967
1.6,-0.005521033193171966,0.0030590605627842556,0.03629456974209845,0.9999996147016498,-0.0003961133325070418,0.0007771399329838742,-9.871324340881646e-05
1.7,-0.0065770877926463805,0.0037838196296672492,0.03749539313365652,0.9999995728634913,-0.0005004540880710252,0.0007656070317095749,-0.00013290753867867855
1.8,-0.007793891134046754,0.004592920937224514,0.03860943453843029,0.9999993340034858,0.00010999765906930652,0.0011477883112058253,4.975030044631634e-05
1.9,-0.009284024523457578,0.005445144319734402,0.040428420736881736,0.9999995249561277,7.137373647487469e-06,0.000973957474866584,-3.799228794797773e-05
2.0,-0.010926453379593769,0.0062828272876165854,0.04110097355284262,0.9999993439380924,-0.0004307769483719515,0.0009526649486479076,-0.00046795737112674004
2.1,-0.012774687137421581,0.007142504666475836,0.04174492458897038,0.9999996710404806,-0.00043542522095308984,0.0006655674802564295,0.0001591971631649034
2.2,-0.014725241293282525,0.008098931960680017,0.04227027983703523,0.9999997768252475,-0.0002545323098618407,0.0004189145987980408,0.0004539529901957617
2.3,-0.016719917161611596,0.0091678157341812,0.04238400332238193,0.9999991846540404,-0.0011161143047936667,0.0005246980065177937,0.00033116780497655963
2.4,-0.018815434926568012,0.01032976411713541,0.042409220312834624,0.9999998409000177,-0.00035691537196554064,0.0004341481089544908,-4.8236666676229335e-05
